Skip Frames;Confidence Config;Media;Factor_escala;Count In Real;Count Out Real;Count In Estimated;Count Out Estimated;Error In Abs;Error In Rel;Error Out Abs;Error Out Rel
5;0.1;45;0.022222222222222223;8;12;5;8;3;0.375;4;0.3333333333333333
5;0.1;65;0.015384615384615385;8;12;4;8;4;0.5;4;0.3333333333333333
5;0.1;75;0.013333333333333334;8;12;6;9;2;0.25;3;0.25
5;0.1;85;0.011764705882352941;8;12;12;8;4;0.5;4;0.3333333333333333
5;0.1;95;0.010526315789473684;8;12;8;7;0;0.0;5;0.4166666666666667
5;0.1;115;0.008695652173913044;8;12;8;9;0;0.0;3;0.25
5;0.1;127.5;0.00784313725490196;8;12;6;9;2;0.25;3;0.25
5;0.1;135;0.007407407407407408;8;12;10;9;2;0.25;3;0.25
5;0.1;155;0.0064516129032258064;8;12;8;9;0;0.0;3;0.25
5;0.1;175;0.005714285714285714;8;12;8;8;0;0.0;4;0.3333333333333333
5;0.1;215;0.004651162790697674;8;12;6;6;2;0.25;6;0.5
5;0.1;245;0.004081632653061225;8;12;4;9;4;0.5;3;0.25
5;0.15;45;0.022222222222222223;8;12;5;8;3;0.375;4;0.3333333333333333
5;0.15;65;0.015384615384615385;8;12;4;8;4;0.5;4;0.3333333333333333
5;0.15;75;0.013333333333333334;8;12;6;9;2;0.25;3;0.25
5;0.15;85;0.011764705882352941;8;12;12;8;4;0.5;4;0.3333333333333333
5;0.15;95;0.010526315789473684;8;12;8;7;0;0.0;5;0.4166666666666667
5;0.15;115;0.008695652173913044;8;12;8;9;0;0.0;3;0.25
5;0.15;127.5;0.00784313725490196;8;12;6;9;2;0.25;3;0.25
5;0.15;135;0.007407407407407408;8;12;10;9;2;0.25;3;0.25
5;0.15;155;0.0064516129032258064;8;12;8;9;0;0.0;3;0.25
5;0.15;175;0.005714285714285714;8;12;8;8;0;0.0;4;0.3333333333333333
5;0.15;215;0.004651162790697674;8;12;6;6;2;0.25;6;0.5
5;0.15;245;0.004081632653061225;8;12;4;9;4;0.5;3;0.25
5;0.2;45;0.022222222222222223;8;12;5;8;3;0.375;4;0.3333333333333333
5;0.2;65;0.015384615384615385;8;12;4;8;4;0.5;4;0.3333333333333333
5;0.2;75;0.013333333333333334;8;12;6;9;2;0.25;3;0.25
5;0.2;85;0.011764705882352941;8;12;12;8;4;0.5;4;0.3333333333333333
5;0.2;95;0.010526315789473684;8;12;8;7;0;0.0;5;0.4166666666666667
5;0.2;115;0.008695652173913044;8;12;8;9;0;0.0;3;0.25
5;0.2;127.5;0.00784313725490196;8;12;6;9;2;0.25;3;0.25
5;0.2;135;0.007407407407407408;8;12;10;9;2;0.25;3;0.25
5;0.2;155;0.0064516129032258064;8;12;8;9;0;0.0;3;0.25
5;0.2;175;0.005714285714285714;8;12;8;8;0;0.0;4;0.3333333333333333
5;0.2;215;0.004651162790697674;8;12;6;6;2;0.25;6;0.5
5;0.2;245;0.004081632653061225;8;12;4;9;4;0.5;3;0.25
5;0.25;45;0.022222222222222223;8;12;5;8;3;0.375;4;0.3333333333333333
5;0.25;65;0.015384615384615385;8;12;4;8;4;0.5;4;0.3333333333333333
5;0.25;75;0.013333333333333334;8;12;6;9;2;0.25;3;0.25
5;0.25;85;0.011764705882352941;8;12;12;8;4;0.5;4;0.3333333333333333
5;0.25;95;0.010526315789473684;8;12;8;7;0;0.0;5;0.4166666666666667
5;0.25;115;0.008695652173913044;8;12;8;9;0;0.0;3;0.25
5;0.25;127.5;0.00784313725490196;8;12;6;9;2;0.25;3;0.25
5;0.25;135;0.007407407407407408;8;12;10;9;2;0.25;3;0.25
5;0.25;155;0.0064516129032258064;8;12;8;9;0;0.0;3;0.25
5;0.25;175;0.005714285714285714;8;12;8;8;0;0.0;4;0.3333333333333333
5;0.25;215;0.004651162790697674;8;12;6;6;2;0.25;6;0.5
5;0.25;245;0.004081632653061225;8;12;4;9;4;0.5;3;0.25
5;0.3;45;0.022222222222222223;8;12;5;7;3;0.375;5;0.4166666666666667
5;0.3;65;0.015384615384615385;8;12;5;9;3;0.375;3;0.25
5;0.3;75;0.013333333333333334;8;12;5;9;3;0.375;3;0.25
5;0.3;85;0.011764705882352941;8;12;9;9;1;0.125;3;0.25
5;0.3;95;0.010526315789473684;8;12;10;6;2;0.25;6;0.5
5;0.3;115;0.008695652173913044;8;12;6;11;2;0.25;1;0.08333333333333333
5;0.3;127.5;0.00784313725490196;8;12;8;9;0;0.0;3;0.25
5;0.3;135;0.007407407407407408;8;12;7;10;1;0.125;2;0.16666666666666666
5;0.3;155;0.0064516129032258064;8;12;7;10;1;0.125;2;0.16666666666666666
5;0.3;175;0.005714285714285714;8;12;9;7;1;0.125;5;0.4166666666666667
5;0.3;215;0.004651162790697674;8;12;4;7;4;0.5;5;0.4166666666666667
5;0.3;245;0.004081632653061225;8;12;4;9;4;0.5;3;0.25
5;0.35;45;0.022222222222222223;8;12;4;9;4;0.5;3;0.25
5;0.35;65;0.015384615384615385;8;12;3;11;5;0.625;1;0.08333333333333333
5;0.35;75;0.013333333333333334;8;12;6;9;2;0.25;3;0.25
5;0.35;85;0.011764705882352941;8;12;6;11;2;0.25;1;0.08333333333333333
5;0.35;95;0.010526315789473684;8;12;10;6;2;0.25;6;0.5
5;0.35;115;0.008695652173913044;8;12;6;13;2;0.25;1;0.08333333333333333
5;0.35;127.5;0.00784313725490196;8;12;8;9;0;0.0;3;0.25
5;0.35;135;0.007407407407407408;8;12;7;11;1;0.125;1;0.08333333333333333
5;0.35;155;0.0064516129032258064;8;12;5;9;3;0.375;3;0.25
5;0.35;175;0.005714285714285714;8;12;8;7;0;0.0;5;0.4166666666666667
5;0.35;215;0.004651162790697674;8;12;4;8;4;0.5;4;0.3333333333333333
5;0.35;245;0.004081632653061225;8;12;4;7;4;0.5;5;0.4166666666666667
5;0.4;45;0.022222222222222223;8;12;3;9;5;0.625;3;0.25
5;0.4;65;0.015384615384615385;8;12;3;9;5;0.625;3;0.25
5;0.4;75;0.013333333333333334;8;12;4;10;4;0.5;2;0.16666666666666666
5;0.4;85;0.011764705882352941;8;12;6;11;2;0.25;1;0.08333333333333333
5;0.4;95;0.010526315789473684;8;12;8;9;0;0.0;3;0.25
5;0.4;115;0.008695652173913044;8;12;7;12;1;0.125;0;0.0
5;0.4;127.5;0.00784313725490196;8;12;8;9;0;0.0;3;0.25
5;0.4;135;0.007407407407407408;8;12;7;11;1;0.125;1;0.08333333333333333
5;0.4;155;0.0064516129032258064;8;12;5;9;3;0.375;3;0.25
5;0.4;175;0.005714285714285714;8;12;6;7;2;0.25;5;0.4166666666666667
5;0.4;215;0.004651162790697674;8;12;4;8;4;0.5;4;0.3333333333333333
5;0.4;245;0.004081632653061225;8;12;3;8;5;0.625;4;0.3333333333333333
5;0.45;45;0.022222222222222223;8;12;3;8;5;0.625;4;0.3333333333333333
5;0.45;65;0.015384615384615385;8;12;4;8;4;0.5;4;0.3333333333333333
5;0.45;75;0.013333333333333334;8;12;4;9;4;0.5;3;0.25
5;0.45;85;0.011764705882352941;8;12;5;11;3;0.375;1;0.08333333333333333
5;0.45;95;0.010526315789473684;8;12;8;9;0;0.0;3;0.25
5;0.45;115;0.008695652173913044;8;12;7;13;1;0.125;1;0.08333333333333333
5;0.45;127.5;0.00784313725490196;8;12;8;9;0;0.0;3;0.25
5;0.45;135;0.007407407407407408;8;12;7;10;1;0.125;2;0.16666666666666666
5;0.45;155;0.0064516129032258064;8;12;6;9;2;0.25;3;0.25
5;0.45;175;0.005714285714285714;8;12;5;6;3;0.375;6;0.5
5;0.45;215;0.004651162790697674;8;12;3;9;5;0.625;3;0.25
5;0.45;245;0.004081632653061225;8;12;3;7;5;0.625;5;0.4166666666666667
5;0.5;45;0.022222222222222223;8;12;3;8;5;0.625;4;0.3333333333333333
5;0.5;65;0.015384615384615385;8;12;1;8;7;0.875;4;0.3333333333333333
5;0.5;75;0.013333333333333334;8;12;2;10;6;0.75;2;0.16666666666666666
5;0.5;85;0.011764705882352941;8;12;5;8;3;0.375;4;0.3333333333333333
5;0.5;95;0.010526315789473684;8;12;7;8;1;0.125;4;0.3333333333333333
5;0.5;115;0.008695652173913044;8;12;7;10;1;0.125;2;0.16666666666666666
5;0.5;127.5;0.00784313725490196;8;12;8;9;0;0.0;3;0.25
5;0.5;135;0.007407407407407408;8;12;7;8;1;0.125;4;0.3333333333333333
5;0.5;155;0.0064516129032258064;8;12;5;7;3;0.375;5;0.4166666666666667
5;0.5;175;0.005714285714285714;8;12;4;6;4;0.5;6;0.5
5;0.5;215;0.004651162790697674;8;12;3;8;5;0.625;4;0.3333333333333333
5;0.5;245;0.004081632653061225;8;12;3;7;5;0.625;5;0.4166666666666667
5;0.55;45;0.022222222222222223;8;12;4;6;4;0.5;6;0.5
5;0.55;65;0.015384615384615385;8;12;2;7;6;0.75;5;0.4166666666666667
5;0.55;75;0.013333333333333334;8;12;3;9;5;0.625;3;0.25
5;0.55;85;0.011764705882352941;8;12;5;10;3;0.375;2;0.16666666666666666
5;0.55;95;0.010526315789473684;8;12;9;6;1;0.125;6;0.5
5;0.55;115;0.008695652173913044;8;12;8;8;0;0.0;4;0.3333333333333333
5;0.55;127.5;0.00784313725490196;8;12;8;9;0;0.0;3;0.25
5;0.55;135;0.007407407407407408;8;12;7;7;1;0.125;5;0.4166666666666667
5;0.55;155;0.0064516129032258064;8;12;6;6;2;0.25;6;0.5
5;0.55;175;0.005714285714285714;8;12;4;6;4;0.5;6;0.5
5;0.55;215;0.004651162790697674;8;12;2;8;6;0.75;4;0.3333333333333333
5;0.55;245;0.004081632653061225;8;12;3;7;5;0.625;5;0.4166666666666667
5;0.6;45;0.022222222222222223;8;12;3;5;5;0.625;7;0.5833333333333334
5;0.6;65;0.015384615384615385;8;12;2;7;6;0.75;5;0.4166666666666667
5;0.6;75;0.013333333333333334;8;12;2;8;6;0.75;4;0.3333333333333333
5;0.6;85;0.011764705882352941;8;12;4;11;4;0.5;1;0.08333333333333333
5;0.6;95;0.010526315789473684;8;12;4;8;4;0.5;4;0.3333333333333333
5;0.6;115;0.008695652173913044;8;12;7;7;1;0.125;5;0.4166666666666667
5;0.6;127.5;0.00784313725490196;8;12;7;7;1;0.125;5;0.4166666666666667
5;0.6;135;0.007407407407407408;8;12;6;8;2;0.25;4;0.3333333333333333
5;0.6;155;0.0064516129032258064;8;12;3;6;5;0.625;6;0.5
5;0.6;175;0.005714285714285714;8;12;3;7;5;0.625;5;0.4166666666666667
5;0.6;215;0.004651162790697674;8;12;3;7;5;0.625;5;0.4166666666666667
5;0.6;245;0.004081632653061225;8;12;3;7;5;0.625;5;0.4166666666666667
5;0.65;45;0.022222222222222223;8;12;2;5;6;0.75;7;0.5833333333333334
5;0.65;65;0.015384615384615385;8;12;4;6;4;0.5;6;0.5
5;0.65;75;0.013333333333333334;8;12;2;9;6;0.75;3;0.25
5;0.65;85;0.011764705882352941;8;12;4;10;4;0.5;2;0.16666666666666666
5;0.65;95;0.010526315789473684;8;12;4;7;4;0.5;5;0.4166666666666667
5;0.65;115;0.008695652173913044;8;12;6;8;2;0.25;4;0.3333333333333333
5;0.65;127.5;0.00784313725490196;8;12;7;6;1;0.125;6;0.5
5;0.65;135;0.007407407407407408;8;12;5;7;3;0.375;5;0.4166666666666667
5;0.65;155;0.0064516129032258064;8;12;3;7;5;0.625;5;0.4166666666666667
5;0.65;175;0.005714285714285714;8;12;3;6;5;0.625;6;0.5
5;0.65;215;0.004651162790697674;8;12;3;7;5;0.625;5;0.4166666666666667
5;0.65;245;0.004081632653061225;8;12;3;7;5;0.625;5;0.4166666666666667
5;0.7;45;0.022222222222222223;8;12;2;5;6;0.75;7;0.5833333333333334
5;0.7;65;0.015384615384615385;8;12;3;5;5;0.625;7;0.5833333333333334
5;0.7;75;0.013333333333333334;8;12;4;7;4;0.5;5;0.4166666666666667
5;0.7;85;0.011764705882352941;8;12;3;8;5;0.625;4;0.3333333333333333
5;0.7;95;0.010526315789473684;8;12;3;6;5;0.625;6;0.5
5;0.7;115;0.008695652173913044;8;12;4;9;4;0.5;3;0.25
5;0.7;127.5;0.00784313725490196;8;12;5;8;3;0.375;4;0.3333333333333333
5;0.7;135;0.007407407407407408;8;12;2;7;6;0.75;5;0.4166666666666667
5;0.7;155;0.0064516129032258064;8;12;3;7;5;0.625;5;0.4166666666666667
5;0.7;175;0.005714285714285714;8;12;3;6;5;0.625;6;0.5
5;0.7;215;0.004651162790697674;8;12;3;7;5;0.625;5;0.4166666666666667
5;0.7;245;0.004081632653061225;8;12;1;8;7;0.875;4;0.3333333333333333
5;0.75;45;0.022222222222222223;8;12;1;6;7;0.875;6;0.5
5;0.75;65;0.015384615384615385;8;12;3;5;5;0.625;7;0.5833333333333334
5;0.75;75;0.013333333333333334;8;12;4;6;4;0.5;6;0.5
5;0.75;85;0.011764705882352941;8;12;2;8;6;0.75;4;0.3333333333333333
5;0.75;95;0.010526315789473684;8;12;6;4;2;0.25;8;0.6666666666666666
5;0.75;115;0.008695652173913044;8;12;3;7;5;0.625;5;0.4166666666666667
5;0.75;127.5;0.00784313725490196;8;12;2;5;6;0.75;7;0.5833333333333334
5;0.75;135;0.007407407407407408;8;12;2;8;6;0.75;4;0.3333333333333333
5;0.75;155;0.0064516129032258064;8;12;2;7;6;0.75;5;0.4166666666666667
5;0.75;175;0.005714285714285714;8;12;2;6;6;0.75;6;0.5
5;0.75;215;0.004651162790697674;8;12;0;7;8;1.0;5;0.4166666666666667
5;0.75;245;0.004081632653061225;8;12;1;7;7;0.875;5;0.4166666666666667
5;0.8;45;0.022222222222222223;8;12;1;4;7;0.875;8;0.6666666666666666
5;0.8;65;0.015384615384615385;8;12;4;5;4;0.5;7;0.5833333333333334
5;0.8;75;0.013333333333333334;8;12;4;4;4;0.5;8;0.6666666666666666
5;0.8;85;0.011764705882352941;8;12;2;6;6;0.75;6;0.5
5;0.8;95;0.010526315789473684;8;12;2;5;6;0.75;7;0.5833333333333334
5;0.8;115;0.008695652173913044;8;12;2;5;6;0.75;7;0.5833333333333334
5;0.8;127.5;0.00784313725490196;8;12;2;8;6;0.75;4;0.3333333333333333
5;0.8;135;0.007407407407407408;8;12;2;7;6;0.75;5;0.4166666666666667
5;0.8;155;0.0064516129032258064;8;12;1;6;7;0.875;6;0.5
5;0.8;175;0.005714285714285714;8;12;1;6;7;0.875;6;0.5
5;0.8;215;0.004651162790697674;8;12;0;7;8;1.0;5;0.4166666666666667
5;0.8;245;0.004081632653061225;8;12;0;6;8;1.0;6;0.5
5;0.85;45;0.022222222222222223;8;12;2;4;6;0.75;8;0.6666666666666666
5;0.85;65;0.015384615384615385;8;12;3;4;5;0.625;8;0.6666666666666666
5;0.85;75;0.013333333333333334;8;12;3;3;5;0.625;9;0.75
5;0.85;85;0.011764705882352941;8;12;2;7;6;0.75;5;0.4166666666666667
5;0.85;95;0.010526315789473684;8;12;1;6;7;0.875;6;0.5
5;0.85;115;0.008695652173913044;8;12;2;6;6;0.75;6;0.5
5;0.85;127.5;0.00784313725490196;8;12;1;6;7;0.875;6;0.5
5;0.85;135;0.007407407407407408;8;12;1;7;7;0.875;5;0.4166666666666667
5;0.85;155;0.0064516129032258064;8;12;1;6;7;0.875;6;0.5
5;0.85;175;0.005714285714285714;8;12;0;6;8;1.0;6;0.5
5;0.85;215;0.004651162790697674;8;12;0;6;8;1.0;6;0.5
5;0.85;245;0.004081632653061225;8;12;0;4;8;1.0;8;0.6666666666666666
5;0.9;45;0.022222222222222223;8;12;2;1;6;0.75;11;0.9166666666666666
5;0.9;65;0.015384615384615385;8;12;3;3;5;0.625;9;0.75
5;0.9;75;0.013333333333333334;8;12;3;4;5;0.625;8;0.6666666666666666
5;0.9;85;0.011764705882352941;8;12;2;5;6;0.75;7;0.5833333333333334
5;0.9;95;0.010526315789473684;8;12;1;6;7;0.875;6;0.5
5;0.9;115;0.008695652173913044;8;12;2;5;6;0.75;7;0.5833333333333334
5;0.9;127.5;0.00784313725490196;8;12;3;6;5;0.625;6;0.5
5;0.9;135;0.007407407407407408;8;12;2;6;6;0.75;6;0.5
5;0.9;155;0.0064516129032258064;8;12;1;7;7;0.875;5;0.4166666666666667
5;0.9;175;0.005714285714285714;8;12;1;7;7;0.875;5;0.4166666666666667
5;0.9;215;0.004651162790697674;8;12;1;3;7;0.875;9;0.75
5;0.9;245;0.004081632653061225;8;12;1;3;7;0.875;9;0.75
5;0.95;45;0.022222222222222223;8;12;1;2;7;0.875;10;0.8333333333333334
5;0.95;65;0.015384615384615385;8;12;1;3;7;0.875;9;0.75
5;0.95;75;0.013333333333333334;8;12;0;3;8;1.0;9;0.75
5;0.95;85;0.011764705882352941;8;12;1;3;7;0.875;9;0.75
5;0.95;95;0.010526315789473684;8;12;1;3;7;0.875;9;0.75
5;0.95;115;0.008695652173913044;8;12;1;4;7;0.875;8;0.6666666666666666
5;0.95;127.5;0.00784313725490196;8;12;0;2;8;1.0;10;0.8333333333333334
5;0.95;135;0.007407407407407408;8;12;1;0;7;0.875;12;1.0
5;0.95;155;0.0064516129032258064;8;12;0;1;8;1.0;11;0.9166666666666666
5;0.95;175;0.005714285714285714;8;12;0;2;8;1.0;10;0.8333333333333334
5;0.95;215;0.004651162790697674;8;12;0;2;8;1.0;10;0.8333333333333334
5;0.95;245;0.004081632653061225;8;12;0;1;8;1.0;11;0.9166666666666666
10;0.1;45;0.022222222222222223;8;12;4;6;4;0.5;6;0.5
10;0.1;65;0.015384615384615385;8;12;6;6;2;0.25;6;0.5
10;0.1;75;0.013333333333333334;8;12;4;10;4;0.5;2;0.16666666666666666
10;0.1;85;0.011764705882352941;8;12;6;8;2;0.25;4;0.3333333333333333
10;0.1;95;0.010526315789473684;8;12;5;10;3;0.375;2;0.16666666666666666
10;0.1;115;0.008695652173913044;8;12;6;11;2;0.25;1;0.08333333333333333
10;0.1;127.5;0.00784313725490196;8;12;8;11;0;0.0;1;0.08333333333333333
10;0.1;135;0.007407407407407408;8;12;9;10;1;0.125;2;0.16666666666666666
10;0.1;155;0.0064516129032258064;8;12;7;10;1;0.125;2;0.16666666666666666
10;0.1;175;0.005714285714285714;8;12;4;12;4;0.5;0;0.0
10;0.1;215;0.004651162790697674;8;12;5;8;3;0.375;4;0.3333333333333333
10;0.1;245;0.004081632653061225;8;12;4;7;4;0.5;5;0.4166666666666667
10;0.15;45;0.022222222222222223;8;12;4;6;4;0.5;6;0.5
10;0.15;65;0.015384615384615385;8;12;6;6;2;0.25;6;0.5
10;0.15;75;0.013333333333333334;8;12;4;10;4;0.5;2;0.16666666666666666
10;0.15;85;0.011764705882352941;8;12;6;8;2;0.25;4;0.3333333333333333
10;0.15;95;0.010526315789473684;8;12;5;10;3;0.375;2;0.16666666666666666
10;0.15;115;0.008695652173913044;8;12;6;11;2;0.25;1;0.08333333333333333
10;0.15;127.5;0.00784313725490196;8;12;8;11;0;0.0;1;0.08333333333333333
10;0.15;135;0.007407407407407408;8;12;9;10;1;0.125;2;0.16666666666666666
10;0.15;155;0.0064516129032258064;8;12;7;10;1;0.125;2;0.16666666666666666
10;0.15;175;0.005714285714285714;8;12;4;12;4;0.5;0;0.0
10;0.15;215;0.004651162790697674;8;12;5;8;3;0.375;4;0.3333333333333333
10;0.15;245;0.004081632653061225;8;12;4;7;4;0.5;5;0.4166666666666667
10;0.2;45;0.022222222222222223;8;12;4;6;4;0.5;6;0.5
10;0.2;65;0.015384615384615385;8;12;6;6;2;0.25;6;0.5
10;0.2;75;0.013333333333333334;8;12;4;10;4;0.5;2;0.16666666666666666
10;0.2;85;0.011764705882352941;8;12;6;8;2;0.25;4;0.3333333333333333
10;0.2;95;0.010526315789473684;8;12;5;10;3;0.375;2;0.16666666666666666
10;0.2;115;0.008695652173913044;8;12;6;11;2;0.25;1;0.08333333333333333
10;0.2;127.5;0.00784313725490196;8;12;8;11;0;0.0;1;0.08333333333333333
10;0.2;135;0.007407407407407408;8;12;9;10;1;0.125;2;0.16666666666666666
10;0.2;155;0.0064516129032258064;8;12;7;10;1;0.125;2;0.16666666666666666
10;0.2;175;0.005714285714285714;8;12;4;12;4;0.5;0;0.0
10;0.2;215;0.004651162790697674;8;12;5;8;3;0.375;4;0.3333333333333333
10;0.2;245;0.004081632653061225;8;12;4;7;4;0.5;5;0.4166666666666667
10;0.25;45;0.022222222222222223;8;12;4;6;4;0.5;6;0.5
10;0.25;65;0.015384615384615385;8;12;6;6;2;0.25;6;0.5
10;0.25;75;0.013333333333333334;8;12;4;10;4;0.5;2;0.16666666666666666
10;0.25;85;0.011764705882352941;8;12;6;8;2;0.25;4;0.3333333333333333
10;0.25;95;0.010526315789473684;8;12;5;10;3;0.375;2;0.16666666666666666
10;0.25;115;0.008695652173913044;8;12;6;11;2;0.25;1;0.08333333333333333
10;0.25;127.5;0.00784313725490196;8;12;8;11;0;0.0;1;0.08333333333333333
10;0.25;135;0.007407407407407408;8;12;9;10;1;0.125;2;0.16666666666666666
10;0.25;155;0.0064516129032258064;8;12;7;10;1;0.125;2;0.16666666666666666
10;0.25;175;0.005714285714285714;8;12;4;12;4;0.5;0;0.0
10;0.25;215;0.004651162790697674;8;12;5;8;3;0.375;4;0.3333333333333333
10;0.25;245;0.004081632653061225;8;12;4;7;4;0.5;5;0.4166666666666667
10;0.3;45;0.022222222222222223;8;12;2;7;6;0.75;5;0.4166666666666667
10;0.3;65;0.015384615384615385;8;12;7;8;1;0.125;4;0.3333333333333333
10;0.3;75;0.013333333333333334;8;12;6;10;2;0.25;2;0.16666666666666666
10;0.3;85;0.011764705882352941;8;12;6;9;2;0.25;3;0.25
10;0.3;95;0.010526315789473684;8;12;7;7;1;0.125;5;0.4166666666666667
10;0.3;115;0.008695652173913044;8;12;3;10;5;0.625;2;0.16666666666666666
10;0.3;127.5;0.00784313725490196;8;12;5;12;3;0.375;0;0.0
10;0.3;135;0.007407407407407408;8;12;4;10;4;0.5;2;0.16666666666666666
10;0.3;155;0.0064516129032258064;8;12;6;9;2;0.25;3;0.25
10;0.3;175;0.005714285714285714;8;12;3;11;5;0.625;1;0.08333333333333333
10;0.3;215;0.004651162790697674;8;12;5;7;3;0.375;5;0.4166666666666667
10;0.3;245;0.004081632653061225;8;12;4;7;4;0.5;5;0.4166666666666667
10;0.35;45;0.022222222222222223;8;12;3;7;5;0.625;5;0.4166666666666667
10;0.35;65;0.015384615384615385;8;12;2;10;6;0.75;2;0.16666666666666666
10;0.35;75;0.013333333333333334;8;12;5;10;3;0.375;2;0.16666666666666666
10;0.35;85;0.011764705882352941;8;12;6;9;2;0.25;3;0.25
10;0.35;95;0.010526315789473684;8;12;5;7;3;0.375;5;0.4166666666666667
10;0.35;115;0.008695652173913044;8;12;6;9;2;0.25;3;0.25
10;0.35;127.5;0.00784313725490196;8;12;4;10;4;0.5;2;0.16666666666666666
10;0.35;135;0.007407407407407408;8;12;4;9;4;0.5;3;0.25
10;0.35;155;0.0064516129032258064;8;12;6;10;2;0.25;2;0.16666666666666666
10;0.35;175;0.005714285714285714;8;12;3;11;5;0.625;1;0.08333333333333333
10;0.35;215;0.004651162790697674;8;12;5;7;3;0.375;5;0.4166666666666667
10;0.35;245;0.004081632653061225;8;12;4;7;4;0.5;5;0.4166666666666667
10;0.4;45;0.022222222222222223;8;12;3;6;5;0.625;6;0.5
10;0.4;65;0.015384615384615385;8;12;3;9;5;0.625;3;0.25
10;0.4;75;0.013333333333333334;8;12;5;10;3;0.375;2;0.16666666666666666
10;0.4;85;0.011764705882352941;8;12;7;9;1;0.125;3;0.25
10;0.4;95;0.010526315789473684;8;12;5;8;3;0.375;4;0.3333333333333333
10;0.4;115;0.008695652173913044;8;12;6;8;2;0.25;4;0.3333333333333333
10;0.4;127.5;0.00784313725490196;8;12;4;9;4;0.5;3;0.25
10;0.4;135;0.007407407407407408;8;12;6;9;2;0.25;3;0.25
10;0.4;155;0.0064516129032258064;8;12;3;11;5;0.625;1;0.08333333333333333
10;0.4;175;0.005714285714285714;8;12;2;11;6;0.75;1;0.08333333333333333
10;0.4;215;0.004651162790697674;8;12;5;5;3;0.375;7;0.5833333333333334
10;0.4;245;0.004081632653061225;8;12;4;5;4;0.5;7;0.5833333333333334
10;0.45;45;0.022222222222222223;8;12;3;5;5;0.625;7;0.5833333333333334
10;0.45;65;0.015384615384615385;8;12;3;9;5;0.625;3;0.25
10;0.45;75;0.013333333333333334;8;12;4;9;4;0.5;3;0.25
10;0.45;85;0.011764705882352941;8;12;6;8;2;0.25;4;0.3333333333333333
10;0.45;95;0.010526315789473684;8;12;5;8;3;0.375;4;0.3333333333333333
10;0.45;115;0.008695652173913044;8;12;7;9;1;0.125;3;0.25
10;0.45;127.5;0.00784313725490196;8;12;6;10;2;0.25;2;0.16666666666666666
10;0.45;135;0.007407407407407408;8;12;4;10;4;0.5;2;0.16666666666666666
10;0.45;155;0.0064516129032258064;8;12;2;13;6;0.75;1;0.08333333333333333
10;0.45;175;0.005714285714285714;8;12;2;9;6;0.75;3;0.25
10;0.45;215;0.004651162790697674;8;12;4;6;4;0.5;6;0.5
10;0.45;245;0.004081632653061225;8;12;4;6;4;0.5;6;0.5
10;0.5;45;0.022222222222222223;8;12;3;5;5;0.625;7;0.5833333333333334
10;0.5;65;0.015384615384615385;8;12;2;9;6;0.75;3;0.25
10;0.5;75;0.013333333333333334;8;12;3;10;5;0.625;2;0.16666666666666666
10;0.5;85;0.011764705882352941;8;12;6;8;2;0.25;4;0.3333333333333333
10;0.5;95;0.010526315789473684;8;12;5;8;3;0.375;4;0.3333333333333333
10;0.5;115;0.008695652173913044;8;12;5;9;3;0.375;3;0.25
